scene_id,dialogue,relation_high_probable_gold,relation_impossible_gold,high_probable_agreement,intimacy_gold,intimacy_agreement,formality_gold,formality_agreement,hierarchy_gold,hierarchy_agreement,age-a_gold,age-b_gold,age_diff_gold,gender-a_gold,gender-b_gold,gender_diff_gold
scene2007,"[A]: As I'm sure you're aware, the Okamoto stock fell another four points yesterday. In the next few days it will hit bottom and they will have to sell.
[C]: This could be a most profitable year for [A].
[A]: [C] won't do too badly either.
[B]: I know this is terrible timing sir, but I've just received confirmation of several last minute entries to the Casa Cristo 5000.
[A]: Who?
[B]: You're not going to like it.","['Supervisor-Subordinate', 'Coworkers']","['Rivalry', 'Arch-enemies', 'Siblings', 'Cousins', 'Doctor-Patient', 'Landlord-Tenant', 'Lawyer-Client', 'Romantic Interest', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Friends', 'Strangers']",{'complete_agreement': 1.0},Unintimate,partial_agreement,Task-oriented,complete_agreement,A>B,complete_agreement,['(36–59) Middle-aged adult'],[],Cannot be determined,['Male'],['Cannot be determined'],Cannot be determined
scene2008,"[A]: The instrument will fit in one of our Villa apartments. Those units, though, are more spacious, and more highly priced. Or you can remain with the unit lease you have, the less expensive one, and possibly sell the piano?
[B]: We can't. It's the only thing she really wanted to take along. I think it's really best for her. She can still play. Reading's not that easy for her now. She doesn't really have any friends in New York.
[A]: Well, a Villa Apartment comes open in three weeks.
[B]: What's that move-in like. In terms of deposits and-- for Villa living? In a Villa situation?
[A]: On your move-in we'll need first month's, last month's and your full deposit. $6,300.
[B]: How much should I make this deposit for today? To reserve it.
[C]: Nine hundred.","['Landlord-Tenant', 'Landowner-Customer', 'Realtor-Customer']","['Competitive relationship', 'Rivalry', 'Arch-enemies', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate', 'Parent-Children', 'Siblings', 'Grandparent-Grandchildren', 'Cousins', 'Aunt/Uncle-Niece/Nephew', 'Doctor-Patient', 'Lawyer-Client', 'Teacher-Student', 'Mentor-Mentee', 'Romantic Interest', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Neighbors', 'Friends']",{'partial_agreement': 1.0},Unintimate,partial_agreement,Task-oriented,partial_agreement,A>B,partial_agreement,[],['(20–35) Young adult'],Cannot be determined,['Cannot be determined'],['Cannot be determined'],Cannot be determined
scene2009,"[A]: (holding some cigars) Here you go, you can have these back now. ([B] looks confused) I confiscated them your first night here...
[B]: (smells them) Thank you darlin' ...
[A]: Try not to smoke them... (hands him a small bag) And I packed you a sandwich, just in case your blood sugar got low. And some of that iced-tea you like, and a nonfat, low cholesterol cookie. And a peach.
[B]: what a doll... (notices) Got something else?
[A]: Something to remember me by.
[B]: There is that...
[A]: And hey, we'll always have Paris.
[B]: Honey, no words can ever express my gratitude for taking me in and taking care of me and...
[A]: Hey, your heart attack could be the best thing that ever happened to me.
[B]: (kisses her quickly, even faster throws out) I love ya.
[A]: I love you too...if that's what you said. I don't know if it ends in 'ya' if it's an official I love you but...
[B]: You're not like anybody.
[A]: Neither are you.","['Romantic Interest', 'Romantic Interest/Friends', 'Dating/Romantic Interest', 'Affair']","['Competitive relationship', 'Rivalry', 'Arch-enemies', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate', 'Parent-Children', 'Siblings', 'Grandparent-Grandchildren', 'Cousins', 'Aunt/Uncle-Niece/Nephew', 'Teacher-Student', 'Lawyer-Client', 'Landlord-Tenant', 'Ex-relationship', 'Strangers', 'Neighbors']",{'complete_agreement': 1.0},Intimate,complete_agreement,Pleasure-oriented,complete_agreement,A=B,complete_agreement,"['(20–35) Young adult', '(36–59) Middle-aged adult']","['(20–35) Young adult', '(36–59) Middle-aged adult']",A=B,['Female'],['Male'],Different
scene2010,"[A]: I gotta see Chez Lance.
[B]: Entrez vous, sea food plate.
[A]: No sign of a woman around here for years. Drape a scarf over that lamp and you'll soften the light. No TV, b t vinyl disks of music? You trying to seduce me? Alphabetical order. No artistic chaos for you. Spin this platter, Mr. DJ?
[B]: Good choice.
[A]: Breakfast nookie!
(THEN) Did Denise make you breakfast in here with a little apron and lipstick perfectly applied?
[B]: I did most of the cooking, actually.
(THEN)
You know about Denise?
[A]: Patience thought she was stuck up and seriously fleeced you. So what happened there, my Lance?
[B]: The usual stuff between three people.
[A]: She must have been pretty.
(THEN)
Fair haired or dark?
[B]: Dark.
[A]: Like me.
(THEN)
So? How about a demonstration?
[B]: Stay outta my way.","['Friends', 'Acquaintances', 'Romantic Interest', 'Romantic Interest/flirtatious', 'Competitive Relationship']","['Arch-enemies', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate', 'Parent-Children', 'Siblings', 'Grandparent-Grandchildren', 'Cousins', 'Aunt/Uncle-Niece/Nephew', 'Doctor-Patient', 'Lawyer-Client', 'Landlord-Tenant', 'Married', 'Engaged', 'Strangers']",{'complete_agreement': 1.0},Unintimate,partial_agreement,Pleasure-oriented,partial_agreement,A=B,partial_agreement,['(20–35) Young adult'],['(20–35) Young adult'],A=B,[],['Male'],Cannot be determined
scene2011,"[A]: -- Did you know there are over eight thousand websites that mention you?
[B]: That can't be possible.
[A]: No, it's true. I know everything about you now. And not because of last night, but...
[B]: Yeah, I understood. I actually looked you up too. You grew up in L.A., which I thought nobody did. You were the road manager for a group I sorta never heard of, started your own record label at 29, sold it at 45, then started buying and selling boutique companies then invested in a small record company which you turned into the 2nd largest Hip Hop label in the world.
[A]: It's exhausting just hearing about it.
[B]: I know, but the truth is, it goes fast doesn't it?
[A]: Like the blink of an eye. I noticed you have bowls of those all over your house.
[B]: I know, I'm crazy, I just think they're so beautiful...
[A]: But why do you only pick up the white ones?
[B]: I don't only pick up the white ones.
[A]: Oh, so you really are crazy.
[B]: I pick up only the white ones? (looks in her hand) Oh, God, what does that mean? I'm controlling, unadventurous, what?
[A]: So you're as hard on yourself as you are on everyone else. Somthing to remember me by.
[B]: So can I ask you something [A]? What's with all the young girls? I mean, what's the story there, really?
[A]: I just like to travel light.
[B]: You just like to travel light? Oh, please, what the hell does that mean?
[A]: Now see a thirty year old gets that.
[B]: You mean falls for that.
[A]: I mean, accepts it.
[B]: If that's what you want... a non threatening woman, who won't get your number, you get to run the show...
[A]: I think our relationship is growing by the way. Have you noticed? I'm serious. Maybe we just needed to get out of the house. Now, you may notice, interestingly, we're walking back toward the house and its getting a little rocky again.
[B]: Of course it's getting a little rocky, we're talking about you.
[A]: See, I'll accept that slight hostility because I'm enjoying your company so much.
[B]: You okay?
[A]: Yeah, but I think I'll stay down here and watch the sunset. You interested? Big dinner date?
[B]: Well, yeah, as a matter of fact. With your doctor.
[A]: Ohhhhh, my doctor, 'cause he's not too young for you, huh?
[B]: No, he's totally too young for me. But we're just having dinner. It's not a date.
[A]: Does he know that?
[B]: Well, I'll tell him, but I doubt that he thinks of it that way.
[A]: I doubt that you doubt that. Anyway, you may like it. Think of it this way -- he's not threatening, won't get your number, you get to run the show. You might have a hell of a time.","['Romantic Interest', 'Acquaintances/Romantic Interest']","['Arch-enemies', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate', 'Parent-Children', 'Siblings', 'Grandparent-Grandchildren', 'Cousins', 'Aunt/Uncle-Niece/Nephew', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Married', 'Engaged', 'Ex-relationship', 'Neighbors']",{'complete_agreement': 1.0},Intimate,complete_agreement,Pleasure-oriented,partial_agreement,A=B,partial_agreement,['(20–35) Young adult'],['(20–35) Young adult'],Cannot be determined,['Cannot be determined'],['Female'],Cannot be determined
scene2012,"[A]: Congratulations on selling your script today.
[B]: Thanks. Thank you for having dinner with me.
[A]: Everyone needs to eat. (PAUSE) And I enjoy your company.
[C]: I'm an extremely important [C]. (PAUSE) What can I get you?
[B]: I don't want to know what it is, I just want to order the most expensive thing on the menu.
[A]: I'll have the duck. And I think you look like a little rat faced man.
[C]: Okay, I'll have those right up for you.
[A]: Things seem to be turning around for you.
[B]: Today is the best day of my life. Hands down. Easy. Best day.
[A]: It's not every day you unearth a monumental historical event and sell it for a ton of money.
[B]: That wasn't the best part. It was great, but it wasn't the peak of my day. (PAUSE) I've had a crush on you ever since I saw a picture of you on Greg's refrigerator two years ago.
[A]: Oh.
[B]: The best part of my day today is right now, sitting at this table here with you.
[A]: Oh.
[B]: You're the most beautiful woman I've ever seen in my life, and you're special... and it makes me happy to be around you.
[A]: Thank you. Tell me something about your family. I really don't know much about you.
[B]: Ah, my family. We're what you'd probably call ""not lucky"". My whole family is kind of [B]ed by tragedy, bad luck and general... shittiness. It goes back a long ways and could probably drive someone to suicide just hearing about it, so I'll keep it simple. My mom died when I was six. Cancer.
[A]: Sad.
[B]: And my dad got real depressed and lost his job. Out of work and with a kid to raise he had no choice but to turn to a life of crime.
[A]: What kind of crime?
[B]: He was a robber. Houses mostly.","['Romantic Interest', 'Friends', 'Dating', 'Professional colleagues']","['Competitive relationship', 'Rivalry', 'Arch-enemies', 'Supervisor-Subordinate', 'Parent-Children', 'Siblings', 'Grandparent-Grandchildren', 'Cousins', 'Aunt/Uncle-Niece/Nephew', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Married', 'Engaged', 'Friends with benefits', 'Ex-relationship']",{'complete_agreement': 1.0},Intimate,partial_agreement,Pleasure-oriented,partial_agreement,A=B,partial_agreement,['(20–35) Young adult'],['(20–35) Young adult'],A=B,['Female'],['Male'],Different
scene2013,"[A]: Mom, we're going into town... Are you crying? (joining her) I didn't know you did that.
[B]: Yeah, it's my new thing. I've gotten abnormally great at it.
[A]: (sitting on the step with her) Is it Harry?
[B]: Seems I gotta learn how to do that love 'em and leave 'em stuff.
[A]: Fucking men. You don't care when I say fuck, do you?
[B]: Not really. Sometimes. Not right now.
[A]: So now you get my theory about love? You gotta self protect. It's too dangerous.
[B]: [A], that theory... how can I put this so your feelings won't get hurt. It's just so crazy, it makes me want to SCREAMMMMMMMMMMM!!!!
[A]: And how would you put it if you wanted to hurt my feelings?
[B]: Listen to me... you cannot hide from love for the rest of your life because maybe it won't work out and maybe you'll become unglued. That's not a way to live.
[A]: So you're telling me you're happy right now? This is good what happened to you?
[B]: No. This was bad. But for the three days it was good, it was electrifying. I think you must consider the possibility that we are more alike than you realize. I let someone in and I had the time of my life.
[A]: (tearful) I've never had the time of my life.
[B]: I know. And bubbee, I say this from the deepest part of my heart. . ... what the fuck are you waiting","['mother-child', 'Parent-Children', 'Mother-Daughter', 'Parent-Children']","['Competitive relationship', 'Rivalry', 'Arch-enemies', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate', 'Doctor-Patient', 'Lawyer-Client', 'Romantic Interest', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Friends', 'Acquaintances', 'Strangers']",{'partial_agreement': 1.0},Intimate,complete_agreement,Pleasure-oriented,complete_agreement,A<B,partial_agreement,"['(13–19) Teenager', '(20–35) Young adult']","['(36–59) Middle-aged adult', '(60+) Seniorr']",A<B,"['Female', 'Cannot be determined']",['Female'],Same
scene2014,"[A]: You can't go this way without a summit pass.
[B]: What's a summit pass?
[A]: For the G8.
[B]: I'm trying to get to my hotel.
[A]: ... protests are on 3rd street.
[B]: My boss, the guy who runs my company is here. Is it cool if I talked to him. Am I allowed?
[A]: This is America. You can do whatever you want as long as you stay on the far sides of the barricades on 3rd.
[B]: There's a work situation I want to clue him in on. I was let go with cause. But there wasn't--
[A]: Hey. Keep walking, okay? I've got a job to do.","['Strangers', 'Police officer-Civilian', 'Police officer-Civilian/Strangers', 'Strangers']","['Competitive relationship', 'Rivalry', 'Arch-enemies', 'Professional colleagues', 'Parent-Children', 'Siblings', 'Grandparent-Grandchildren', 'Cousins', 'Aunt/Uncle-Niece/Nephew', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Romantic Interest', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Friends', 'Neighbors']",{'complete_agreement': 1.0},Unintimate,complete_agreement,Task-oriented,complete_agreement,A>B,partial_agreement,[],[],Cannot be determined,['Cannot be determined'],['Cannot be determined'],Cannot be determined
scene2015,"[A]: [C]?
[B]: We thought that was you!
[C]: Oh! [A]! [B]!
[B]: Well, we're sure surprised to see you, too!
[C]: But, what are you doing here? How did you--?
[A]: Well, when we saw how you stood up to that Madame Valery--! If [C] can do that, we thought, what the heck's holdin' us back? This is our honeymoon!
[B]: I was scared, but then, well, you only live once! And as long as we've got each other--
[A]: We've got everything, right?
[C]: Yes. That's right.
[A]: Sometimes you've just gotta follow your heart. Be bold: Let the rest take care of itself.","['Married', 'Friends']","['Competitive relationship', 'Rivalry', 'Arch-enemies', 'Professional colleagues', 'Parent-Children', 'Siblings', 'Grandparent-Grandchildren', 'Cousins', 'Aunt/Uncle-Niece/Nephew', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Engaged', 'Friends with benefits', 'Ex-relationship', 'Acquaintances', 'Strangers']",{'complete_agreement': 1.0},Intimate,complete_agreement,Pleasure-oriented,complete_agreement,A=B,complete_agreement,['(20–35) Young adult'],['(20–35) Young adult'],A=B,['Cannot be determined'],['Cannot be determined'],Cannot be determined
scene2016,"[A]: Hi honey. Can Mommy get a kiss? (no response. Tickles him) Come on, give Mommy a kiss.
[B]: Rat-Bag. Give Mommy a kiss.
[A]: Is Daddy reading you my letters?
[B]: Every night at bedtime.
[A]: What are you building? A fort? Was he scared going to school?
[B]: I walked him to class, gave him a kiss; he didn't even look back to wave.
[A]: What did you make him for lunch?
[B]: Turkey sandwich, just butter and bread, no ""vegetables"" on it. He swore he ate his apple.
[A]: Look at his friends. And his desk. This is his teacher?
[B]: Miss Phillips.
[A]: You may have to move to another school district.
[B]: Already spoke to a realtor.
[A]: How was your first day?
[B]: Excellent. Over half my class stayed awake. Talked to your mom.
[A]: When is she coming?
[B]: She's having a lot of trouble with her business.
[A]: It's only been a couple of years, I'm sure she'll get around to it. (beat) Have you heard anything?
[B]: About the appeal? Yes, and I'm just not telling you. What did Meyer say?
[A]: --Don't--
[B]: -- It can take months for the court to rule.
[A]: I saw that woman. She was there. She couldn't have just disappeared.
[B]: Meyer's looking for a new investigator.
[A]: Her coat snagged my purse, I felt a button pop - they must have been blind not to find it.
[B]: He'll go through all the evidence again.
[A]: Great, because I haven't quite bankrupted us yet.
[B]: We're doing fine.
[A]: (fondly)
[B]: I don't know, I'm a little busy.
[A]: I need you to run for governor.
[B]: -- Oh, that I can do.
[A]: You can change this rule about no conjugal visits, because I don't think I can last another twenty years. I'm okay. I'm okay.
[B]: I know. But it's going to be fine. I promise.
[A]: You think he'll ever want to kiss me again?","['Married', 'Co-Parents', 'Ex-Relationship/Married', 'Partners', 'Married']","['Competitive relationship', 'Rivalry', 'Arch-enemies', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate', 'Siblings', 'Grandparent-Grandchildren', 'Cousins', 'Aunt/Uncle-Niece/Nephew', 'Landlord-Tenant', 'Lawyer-Client', 'Teacher-Student', 'Friends with benefits', 'Affair', 'Friends', 'Acquaintances', 'Strangers']",{'complete_agreement': 1.0},Intimate,complete_agreement,Pleasure-oriented,partial_agreement,A=B,partial_agreement,['(36–59) Middle-aged adult'],['(36–59) Middle-aged adult'],A=B,['Female'],['Male'],Different
scene2017,"[A]: Give up now. Save us both a world of pain. Now -- last time: Open the hanger, Black Hawk coming in. Open in T minus three, two, one...
[B]: What would you say is the secret with kids, Mr. Wolfe?
[A]: Show no weakness.
[B]: I'll drink to that. (she toasts, with milk.) [A]... Can I call you [A]?
[A]: ... Sure.
[B]: So. When you agreed to serve your country, I bet you didn't know you'd be serving creamed bananas to one year olds, huh?
[A]: Hey -- I out rank you, you know.
[B]: Not here, you don't. You're on dry land, lieutenant. (she looks at his chair) Well, not so dry where you're sitting, I guess.
[A]: Oh, man...
[B]: Don't take this personally -- but you're pretty good at this. Seriously, I'm impressed. A whole day, and all three Plummer's stayed out of trouble. That's... unusual.","['Coworkers', 'Professional colleagues/Competitive Relationship', 'Professional colleagues']","['Rivalry', 'Arch-enemies', 'Parent-Children', 'Siblings', 'Grandparent-Grandchildren', 'Cousins', 'Aunt/Uncle-Niece/Nephew', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Teacher-Student', 'Romantic Interest', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Friends', 'Strangers']",{'partial_agreement': 1.0},Unintimate,complete_agreement,Task-oriented,disagreement,A=B,complete_agreement,[],[],Cannot be determined,['Male'],['Female'],Different
scene2018,"[C]: Look out [A]! Rollers!
[A]: Come on. Use the gas, not the brake, 5-0.
[B]: I'd say you could lose your license -- but you haven't got one!
[A]: People are trying to kill us. They have my mom, and our bodyguard -- you have to follow me!
[B]: Just pull over!
[A]: Fine. Don't follow me!","['Friends', 'Coworkers']","['Arch-enemies', 'Professional colleagues', 'Supervisor-Subordinate', 'Parent-Children', 'Grandparent-Grandchildren', 'Aunt/Uncle-Niece/Nephew', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Teacher-Student', 'Affair', 'Strangers']",{'partial_agreement': 1.0},Cannot be determined,disagreement,Cannot be determined,disagreement,A=B,partial_agreement,['(13–19) Teenager'],['(13–19) Teenager'],A=B,['Cannot be determined'],['Cannot be determined'],Cannot be determined
scene2020,"[A]: LC Why still here?
[B]: Team Leaders zone departments before punching out. It's policy.
[A]: I mean here here. You just got paged to Meeting Room 2.
[B]: Probably to clean up after the party.
[A]: Isn't it Employee of the Month Day?
[B]: Speck-tack-alar.
[A]:  You're the only one around here who deserves it. How many will this be?
[B]: Ah, who's counting?","['Coworkers', 'Supervisor-Subordinate']","['Rivalry', 'Arch-enemies', 'Parent-Children', 'Siblings', 'Grandparent-Grandchildren', 'Cousins', 'Aunt/Uncle-Niece/Nephew', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Neighbors', 'Strangers']",{'complete_agreement': 1.0},Unintimate,disagreement,Task-oriented,partial_agreement,A=B,partial_agreement,['(20–35) Young adult'],['(20–35) Young adult'],A=B,['Cannot be determined'],['Cannot be determined'],Cannot be determined
scene2021,"[A]: Rosie...Up. Up. Rosie. Up. Rosie....Walk!...STEP!..Rosie STEP! Rosie please. My hair hurts. No...No more Cracker Jack until you do something....Rosie!... I'm getting really mad now....I mean it...Rosie stop...
[B]: You just can't get enough of somebody in your pants, can you? Heard you had a rough night?
[A]: Does everybody know what happened? 
[B]: Yes.
[A]: Can somebody tell me?
[B]: I'm opening the midway and the menagerie this afternoon for some extra cash before the show tomorrow night. We'll see how she does with the crowd. She got any skills?
[A]: Finding food? But I don't really know how to do this.
[B]: Well, first of all, you can't do anything with a bull without the bull hook. It's the only way to train them. Watch. UP!..UP!...COME ON UP! HIGHER UP...UP!
[A]: [B], there's got to be another way.
[B]: We don't have the time! She has to start earning her keep MOVE! UP! UP!!
[A]: Please, [B], let me try again.
[B]: Don't tell me my business! You don't want to watch this, get the hell out! Making love to it ain't going to work. Besides, from what I hear, you're not that good at it. (TO ROSIE) GET UP! UP!!!","['Supervisor-Subordinate', 'Friends', 'Professional colleagues/Romantic Interest', 'Acquaintances', 'Siblings', 'Supervisor-Subordinate', 'Competitive Relationship']","['Grandparent-Grandchildren', 'Aunt/Uncle-Niece/Nephew', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Strangers']",{'partial_agreement': 1.0},Unintimate,complete_agreement,Task-oriented,disagreement,A<B,partial_agreement,['(20–35) Young adult'],['(20–35) Young adult'],A<B,['Cannot be determined'],['Cannot be determined'],Cannot be determined
scene2022,"[A]: So, you are where in here?
[B]: ...In the middle there.
[A]: In the middle. Can you point to yourself?
[B]: (looks) It's hard to tell. I think that's me there. Why?
[A]: So that's not you there. By the elevator?
[B]: (looks) ....No. (points to another person) I was over here. You want to tell me what's going on?
[A]: You want me to tell you?","['Friends', 'Acquaintances', 'Doctor-Patient']","['Competitive relationship', 'Rivalry', 'Arch-enemies', 'Strangers']",{'partial_agreement': 1.0},Neutral,partial_agreement,Pleasure-oriented,partial_agreement,A=B,partial_agreement,"['(20–35) Young adult', '(13–19) Teenager']","['(13–19) Teenager', '(20–35) Young adult']",A=B,['Cannot be determined'],['Cannot be determined'],Cannot be determined
scene2023,"[A]: Scout Master's log. October tenth. Reconstruction continues increasingly ahead of schedule, which I attribute to a particularly robust esprit de corps among the troop. The latrine, however, continues to present -- Is this the new recruit?
[B]: Yes, sir.
[A]: What's his rank?
[B]: He doesn't have one.
[A]: (ENTHUSIASTICALLY) Pigeon Scout! Let's get you a patch.
C: The coastal areas of New Penzance were battered and changed forever. ","['Mentor-Mentee', 'Supervisor-Subordinate', 'Coworkers']","['Competitive relationship', 'Rivalry', 'Arch-enemies', 'Parent-Children', 'Siblings', 'Grandparent-Grandchildren', 'Cousins', 'Aunt/Uncle-Niece/Nephew', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Romantic Interest', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Strangers', 'Neighbors']",{'partial_agreement': 1.0},Unintimate,partial_agreement,Task-oriented,partial_agreement,A>B,partial_agreement,['(20–35) Young adult'],"['(13–19) Teenager', '(20–35) Young adult']",A>B,['Male'],['Male'],Same
scene2025,"[B]: You have a pleasant family, ma'am.
[A]: Charles wasn't around too much. His work took him all over the world. He'd be gone six or seven months at a time. So I think for the younger ones it's a little confusing. Zoe and Todd... well, they're dealing like your normal teenagers. Maybe in Todd's case semi-normal.
[B]: Mrs. Plummer, I have to tell you that I did everything I could...
[A]: Charles was in a dangerous business. I knew it when I married him. No one's to blame here. (beat) Everyone thinks that Charles told me or the kids where he hid it. And until G.H.O.S.T. is found, we're all in danger.
[B]: Nothing will happen to your family as long as I'm here. I've dealt with much...
[A]: That's Gary. He was Charles'.
[B]: Mrs. Plummer-
[A]: Call me [A].
[B]: ... Mrs. Plummer, I'll go secure the perimeter.
[A]: I'm glad you're here-
[C]: [A], it's [C] Fawcett. I have some potentially good news.
[A]: What is it?
[C]: A safety deposit box under Charles' name was just found in Switzerland. I think it could contain GHOST.
[A]: That's wonderful. This could all be over!
[C]: There's a catch. Swiss law says only his family can access it. I'm going to need you on a plane tomorrow morning.","['Bodyguard-Client', 'Neighbors', 'Police officer-Civilian', 'Acquaintances']","['Competitive relationship', 'Rivalry', 'Arch-enemies', 'Coworkers', 'Supervisor-Subordinate', 'Parent-Children', 'Siblings', 'Grandparent-Grandchildren', 'Cousins', 'Aunt/Uncle-Niece/Nephew', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Romantic Interest', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship']",{'complete_agreement': 1.0},Neutral,partial_agreement,Task-oriented,partial_agreement,A>B,disagreement,['(36–59) Middle-aged adult'],['(20–35) Young adult'],A>B,['Female'],['Cannot be determined'],Different
scene2026,"[A]: This isn't right.
[B]: No! We have to have sex! The world is going to end! Think of the children and little babies!
[A]: Just calm down for one second.
[B]: How can I be calm? The world might end any second! DON'T YOU UNDERSTAND?! WE'RE ALL GOING TO DIE!!
[A]: (to phone) Hello... NASA? Yes, it's... me. Oh, good. That's very good news. Good news indeed. We're going to be okay. The world isn't going to end. Everyone is going to be fine.
[B]: WE'RE GOING TO LIVE! We're going to live! Thank you! Thank you! This has been the worst... and the best... day of my life.
[A]: Okay, I gotta go.
[B]: Oh no, please stay. We've been through so much together.
[A]: I'm an asshole.
[B]: (SPITEFUL) Well, I hate assholes. Get out of here.","['Romantic Interest', 'Dating', 'Friends']","['Rivalry', 'Supervisor-Subordinate', 'Parent-Children', 'Siblings', 'Grandparent-Grandchildren', 'Cousins', 'Aunt/Uncle-Niece/Nephew', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Neighbors', 'Strangers']",{'partial_agreement': 1.0},Cannot be determined,disagreement,Pleasure-oriented,partial_agreement,A=B,complete_agreement,"['(20–35) Young adult', '(36–59) Middle-aged adult']","['(20–35) Young adult', '(36–59) Middle-aged adult']",A=B,['Cannot be determined'],['Cannot be determined'],Different
scene2027,"[A]: Don't worry. I'm not gonna jump.
[B]: What's wrong... Scott?
[A]: o. Scott's fine. I don't know what you did, but he's really straightened up. Flowers, phone calls. ...I've never been in love like this before.
[B]: How long you been together?
[A]: A month...
[B]: That's longer than any relationship I've ever had.
[A]: You're okay, [B]. I'm not used to anyone giving me the benefit of the doubt. My teachers don't trust me. Mom doesn't. My dad didn't care about us, he was never here...
[B]: (interrupts her, stern:) Hey. Your father cared about you very deeply. He told me you were the greatest things in his life. That what's bothering you? Cause -- we can talk about it, if you want.
[A]: I miss him so much...
[B]: This was my dad's. He was the only family I ever had. Mom left when I was little, cause dad was always gone. Two years in... an indisclosable locale. Another six in... Another indisclosable locale. I didn't really have a home, so I went to military school -- then one day my mom got the letter. No more dad. I always wanted to be just like him. I'm starting to realize, I never really knew him. I don't know if I'm like him or not.
[A]: That's horrible, [B].
[B]: The hardest part was living without any details...why? How? Where? I always wondered if he thought about me.
[A]: Me too. So how did you get through it?
[B]: You could say I just shut down my emotions. I turned off all feelings and dedicated myself to becoming the perfect soldier.
[A]: I never even got to say good bye.","['Friend-In-Law', 'Aunt/Uncle-Niece/Nephew', 'Friends', 'Professional colleagues']","['Competitive relationship', 'Rivalry', 'Arch-enemies', 'Parent-Children', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Romantic Interest', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Strangers']",{'partial_agreement': 1.0},Intimate,partial_agreement,Pleasure-oriented,partial_agreement,A<B,partial_agreement,"['(20–35) Young adult', '(13–19) Teenager']","['(20–35) Young adult', '(36–59) Middle-aged adult']",A<B,['Cannot be determined'],['Cannot be determined'],Cannot be determined
